model,rag_mode,config,dataset,label,tp,tn,fp,fn,precision,recall,f1,mcc,balanced_accuracy
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide URL,13,15,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide device model,3,29,2,1,0.6,0.75,0.6666666666666665,0.6232502388407515,0.842741935483871
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide error message,4,30,0,1,1.0,0.8,0.888888888888889,0.8798826901281197,0.9
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide spotify version,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request email address,6,22,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request exact issue description,1,26,1,0,0.5,1.0,0.6666666666666666,0.693888666488711,0.9814814814814814
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Request username,5,23,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Restart device,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Song/Artist,5,27,3,0,0.625,1.0,0.7692307692307693,0.75,0.95
Gemini,examples,validated_paths10_thr0.8,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Account,2,16,2,0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.9444444444444444
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Alexa,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Apologize,8,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Bad Support,2,15,2,1,0.5,0.6666666666666666,0.5714285714285715,0.4900980294098034,0.7745098039215685
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Delivery,6,12,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7802197802197802,0.8901098901098901
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Echo,3,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Investigate Issue,7,9,2,1,0.7777777777777778,0.875,0.823529411764706,0.6854365268376295,0.8465909090909092
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Order Cancellation,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Packaging,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Prime,7,13,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Provide delivery date,1,17,0,1,1.0,0.5,0.6666666666666666,0.6871842709362768,0.75
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Request to call by phone,3,16,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Request to not send personal details,1,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Request to reach out by chat,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AmazonHelp,Return,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Battery,6,24,1,0,0.8571428571428571,1.0,0.923076923076923,0.9071147352221454,0.98
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Investigate issue,12,6,5,4,0.7058823529411765,0.75,0.7272727272727272,0.3006232385408722,0.6477272727272727
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Mac,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Provide URL,16,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Provide device model,6,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Provide system version,10,21,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Recommend backing up,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Recommend updating,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Refer to specialist team,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Refund,2,29,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Request DM,12,15,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Request country,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Request device model,3,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Request device restart,1,26,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Request iOS version,8,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Restart device,3,28,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Software/App,10,18,3,0,0.7692307692307693,1.0,0.8695652173913044,0.8119979429411502,0.9285714285714286
Gemini,examples,validated_paths10_thr0.9,AppleSupport,TV,0,31,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Unresponsive/Freezing Device,5,22,4,0,0.5555555555555556,1.0,0.7142857142857143,0.6856277926728687,0.9230769230769231
Gemini,examples,validated_paths10_thr0.9,AppleSupport,Update,14,16,1,0,0.9333333333333333,1.0,0.9655172413793104,0.9372466978064098,0.9705882352941176
Gemini,examples,validated_paths10_thr0.9,AppleSupport,iPad,0,31,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,AppleSupport,iPhone,10,16,5,0,0.6666666666666666,1.0,0.8,0.7126966450997984,0.8809523809523809
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Account,6,28,1,0,0.8571428571428571,1.0,0.923076923076923,0.909717652294684,0.9827586206896552
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Advertisement,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,App,8,22,4,1,0.6666666666666666,0.8888888888888888,0.761904761904762,0.6768087693315028,0.8675213675213675
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Billing/Payment,7,27,1,0,0.875,1.0,0.9333333333333333,0.9185586535436918,0.9821428571428572
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Family Subscription,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Hulu,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Login,4,28,3,0,0.5714285714285714,1.0,0.7272727272727273,0.7184212081070996,0.9516129032258065
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Logout,2,30,3,0,0.4,1.0,0.5714285714285715,0.6030226891555273,0.9545454545454546
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Offer further help,4,23,1,0,0.8,1.0,0.888888888888889,0.8755950357709131,0.9791666666666667
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Playlist,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Premium,2,32,1,0,0.6666666666666666,1.0,0.8,0.8040302522073697,0.9848484848484849
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide OS version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide URL,13,15,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide device model,3,29,2,1,0.6,0.75,0.6666666666666665,0.6232502388407515,0.842741935483871
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide error message,4,30,0,1,1.0,0.8,0.888888888888889,0.8798826901281197,0.9
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide spotify version,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request email address,6,22,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request exact issue description,1,26,1,0,0.5,1.0,0.6666666666666666,0.693888666488711,0.9814814814814814
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Request username,5,23,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Restart device,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Song/Artist,5,27,3,0,0.625,1.0,0.7692307692307693,0.75,0.95
Gemini,examples,validated_paths10_thr0.9,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Account,2,16,2,0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.9444444444444444
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Alexa,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Apologize,8,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Bad Support,2,15,2,1,0.5,0.6666666666666666,0.5714285714285715,0.4900980294098034,0.7745098039215685
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Delivery,6,12,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7802197802197802,0.8901098901098901
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Echo,3,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Investigate Issue,7,9,2,1,0.7777777777777778,0.875,0.823529411764706,0.6854365268376295,0.8465909090909092
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Order Cancellation,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Packaging,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Prime,7,13,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Provide delivery date,1,16,1,1,0.5,0.5,0.5,0.4411764705882353,0.7205882352941176
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Request to call by phone,3,16,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Request to not send personal details,1,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Request to reach out by chat,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AmazonHelp,Return,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Battery,6,24,1,0,0.8571428571428571,1.0,0.923076923076923,0.9071147352221454,0.98
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Investigate issue,12,6,5,4,0.7058823529411765,0.75,0.7272727272727272,0.3006232385408722,0.6477272727272727
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Mac,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Provide URL,16,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Provide device model,6,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Provide system version,10,21,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Recommend backing up,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Recommend updating,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Refer to specialist team,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Refund,2,29,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Request DM,12,15,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Request country,0,27,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Request device model,3,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Request device restart,1,26,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Request iOS version,8,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Restart device,3,28,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Software/App,10,18,3,0,0.7692307692307693,1.0,0.8695652173913044,0.8119979429411502,0.9285714285714286
Gemini,examples,validated_paths1_thr0.8,AppleSupport,TV,0,31,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Unresponsive/Freezing Device,5,22,4,0,0.5555555555555556,1.0,0.7142857142857143,0.6856277926728687,0.9230769230769231
Gemini,examples,validated_paths1_thr0.8,AppleSupport,Update,14,16,1,0,0.9333333333333333,1.0,0.9655172413793104,0.9372466978064098,0.9705882352941176
Gemini,examples,validated_paths1_thr0.8,AppleSupport,iPad,0,31,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,AppleSupport,iPhone,10,16,5,0,0.6666666666666666,1.0,0.8,0.7126966450997984,0.8809523809523809
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Account,6,28,1,0,0.8571428571428571,1.0,0.923076923076923,0.909717652294684,0.9827586206896552
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Advertisement,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,App,8,22,4,1,0.6666666666666666,0.8888888888888888,0.761904761904762,0.6768087693315028,0.8675213675213675
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Billing/Payment,7,27,1,0,0.875,1.0,0.9333333333333333,0.9185586535436918,0.9821428571428572
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Family Subscription,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Hulu,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Login,4,28,3,0,0.5714285714285714,1.0,0.7272727272727273,0.7184212081070996,0.9516129032258065
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Logout,2,30,3,0,0.4,1.0,0.5714285714285715,0.6030226891555273,0.9545454545454546
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Offer further help,4,23,1,0,0.8,1.0,0.888888888888889,0.8755950357709131,0.9791666666666667
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Playlist,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Premium,2,32,1,0,0.6666666666666666,1.0,0.8,0.8040302522073697,0.9848484848484849
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide OS version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide URL,13,15,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide device model,3,29,2,1,0.6,0.75,0.6666666666666665,0.6232502388407515,0.842741935483871
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide error message,4,30,0,1,1.0,0.8,0.888888888888889,0.8798826901281197,0.9
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide spotify version,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request email address,6,22,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request exact issue description,1,26,1,0,0.5,1.0,0.6666666666666666,0.693888666488711,0.9814814814814814
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Request username,5,23,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Restart device,2,31,2,0,0.5,1.0,0.6666666666666666,0.6853444168423419,0.9696969696969697
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Song/Artist,5,26,4,0,0.5555555555555556,1.0,0.7142857142857143,0.693888666488711,0.9333333333333333
Gemini,examples,validated_paths1_thr0.8,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Account,2,16,2,0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.9444444444444444
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Alexa,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Apologize,8,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Bad Support,2,15,2,1,0.5,0.6666666666666666,0.5714285714285715,0.4900980294098034,0.7745098039215685
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Delivery,6,12,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7802197802197802,0.8901098901098901
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Echo,3,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Investigate Issue,7,9,2,1,0.7777777777777778,0.875,0.823529411764706,0.6854365268376295,0.8465909090909092
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Order Cancellation,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Packaging,1,19,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Prime,7,13,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Provide delivery date,1,17,0,1,1.0,0.5,0.6666666666666666,0.6871842709362768,0.75
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Request to call by phone,3,16,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Request to not send personal details,1,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Request to reach out by chat,2,17,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AmazonHelp,Return,2,18,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Battery,6,24,1,0,0.8571428571428571,1.0,0.923076923076923,0.9071147352221454,0.98
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Investigate issue,12,6,5,4,0.7058823529411765,0.75,0.7272727272727272,0.3006232385408722,0.6477272727272727
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Mac,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Provide URL,16,11,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Provide device model,6,25,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Provide system version,10,21,0,0,1.0,1.0,1.0,1.0,1.0
Gemini,examples,validated_paths3_thr0.8,AppleSupport,Recommend backing up,0,27,0,0,0.0,0.0,0.0,0.0,0.5
